OBJECTID,src_NAME,nbr_NAME,src_POP2005,src_LON,src_LAT,LENGTH,NODE_COUNT
428,Pakistan,Afghanistan,158080591,69.3860016,29.9669991,22.27989556,0
429,Pakistan,China,158080591,69.3860016,29.9669991,4.507587826,0
430,Pakistan,India,158080591,69.3860016,29.9669991,26.5519654,0
431,Pakistan,Iran (Islamic Republic of),158080591,69.3860016,29.9669991,7.637290086,0
432,Palestine,Egypt,3762005,35.2779999,32.0369987,0.119582981,0
433,Palestine,Israel,3762005,35.2779999,32.0369987,3.311125984,0
434,Palestine,Jordan,3762005,35.2779999,32.0369987,0.929496552,0
435,Panama,Colombia,3231502,-80.9199982,8.3839998,2.412637069,0
436,Panama,Costa Rica,3231502,-80.9199982,8.3839998,2.438678782,0
437,Papua New Guinea,Indonesia,6069715,143.4589996,-5.9489999,6.700550358,0
438,Paraguay,Argentina,5904342,-58.3909988,-23.2360001,14.66848431,0
439,Paraguay,Bolivia,5904342,-58.3909988,-23.2360001,6.895973321,0
440,Paraguay,Brazil,5904342,-58.3909988,-23.2360001,9.490643208,0
441,Peru,Bolivia,27274266,-75.552002,-9.3260002,8.433535286,0
442,Peru,Brazil,27274266,-75.552002,-9.3260002,15.47433007,0
443,Peru,Chile,27274266,-75.552002,-9.3260002,1.53668177,0
444,Peru,Colombia,27274266,-75.552002,-9.3260002,9.998429979,0
445,Peru,Ecuador,27274266,-75.552002,-9.3260002,11.43642777,0
446,Poland,Belarus,38195558,19.4009991,52.125,3.412774718,0
447,Poland,Czech Republic,38195558,19.4009991,52.125,6.391886742,0
448,Poland,Germany,38195558,19.4009991,52.125,3.953424955,0
449,Poland,Lithuania,38195558,19.4009991,52.125,0.987605416,0
450,Poland,Russia,38195558,19.4009991,52.125,3.019985645,0
451,Poland,Slovakia,38195558,19.4009991,52.125,4.576330652,0
452,Poland,Ukraine,38195558,19.4009991,52.125,4.369213268,0
453,Portugal,Spain,10528226,-8.0579996,40.3089981,10.27453412,0
454,Qatar,Saudi Arabia,796186,51.1910019,25.316,0.490243368,0
455,Republic of Moldova,Romania,3876661,28.5990009,47.1930008,3.810348215,0
456,Republic of Moldova,Ukraine,3876661,28.5990009,47.1930008,8.833108006,0
457,Romania,Bulgaria,21627557,24.9689999,45.8440018,6.903225885,0
458,Romania,Hungary,21627557,24.9689999,45.8440018,3.843369438,0
459,Romania,Republic of Moldova,21627557,24.9689999,45.8440018,3.810348215,0
460,Romania,Serbia,21627557,24.9689999,45.8440018,4.994190972,0
461,Romania,Ukraine,21627557,24.9689999,45.8440018,5.926553897,0
462,Russia,Azerbaijan,143953092,96.689003,61.987999,2.827119527,0
463,Russia,Belarus,143953092,96.689003,61.987999,10.70443593,0
464,Russia,China,143953092,96.689003,61.987999,39.04540374,0
465,Russia,Estonia,143953092,96.689003,61.987999,3.080549528,0
466,Russia,Finland,143953092,96.689003,61.987999,16.91308393,0
467,Russia,Georgia,143953092,96.689003,61.987999,7.823151971,0
468,Russia,Kazakhstan,143953092,96.689003,61.987999,78.06571826,0
469,Russia,Korea Democratic People's Republic of,143953092,96.689003,61.987999,0.188286543,0
470,Russia,Latvia,143953092,96.689003,61.987999,2.14683081,0
471,Russia,Lithuania,143953092,96.689003,61.987999,2.418918162,0
472,Russia,Mongolia,143953092,96.689003,61.987999,35.9428159,0
473,Russia,Norway,143953092,96.689003,61.987999,2.793134245,0
474,Russia,Poland,143953092,96.689003,61.987999,3.019985645,0
475,Russia,Ukraine,143953092,96.689003,61.987999,16.9653644,0
476,Rwanda,Burundi,9233793,29.9169998,-1.998,2.375022542,0
477,Rwanda,Democratic Republic of the Congo,9233793,29.9169998,-1.998,1.845271995,0
478,Rwanda,Uganda,9233793,29.9169998,-1.998,1.198484305,0
479,Rwanda,United Republic of Tanzania,9233793,29.9169998,-1.998,1.796848802,0
480,Saint Barthelemy,Saint Martin,0,-63.0429993,18.0400009,0.12967322,0
481,Saint Martin,Saint Barthelemy,0,-63.0410004,18.0939999,0.12967322,0
482,San Marino,Italy,30214,12.46,43.9420013,0.330180995,0
483,Saudi Arabia,Iraq,2361236,44.5849991,24.0230007,8.202683074,0
484,Saudi Arabia,Jordan,2361236,44.5849991,24.0230007,7.32527436,0
485,Saudi Arabia,Kuwait,2361236,44.5849991,24.0230007,2.175681119,0
486,Saudi Arabia,Oman,2361236,44.5849991,24.0230007,6.112347862,0
487,Saudi Arabia,Qatar,2361236,44.5849991,24.0230007,0.490243368,0
488,Saudi Arabia,United Arab Emirates,2361236,44.5849991,24.0230007,4.352444441,0
489,Saudi Arabia,Yemen,2361236,44.5849991,24.0230007,12.6713874,0
490,Senegal,Gambia,1177034,-14.8809996,15.0129995,6.787733734,0
491,Senegal,Guinea,1177034,-14.8809996,15.0129995,2.716297272,0
492,Senegal,Guinea-Bissau,1177034,-14.8809996,15.0129995,3.124552759,0
493,Senegal,Mali,1177034,-14.8809996,15.0129995,3.131284657,0
494,Senegal,Mauritania,1177034,-14.8809996,15.0129995,5.949064518,0
495,Serbia,Albania,9863026,20.8059998,44.0320015,1.000447789,0
496,Serbia,Bosnia and Herzegovina,9863026,20.8059998,44.0320015,2.869144206,0
497,Serbia,Bulgaria,9863026,20.8059998,44.0320015,2.901219512,0
498,Serbia,Croatia,9863026,20.8059998,44.0320015,2.151699562,0
499,Serbia,Hungary,9863026,20.8059998,44.0320015,1.595291816,0
500,Serbia,Montenegro,9863026,20.8059998,44.0320015,2.087262892,0
501,Serbia,Romania,9863026,20.8059998,44.0320015,4.994190972,0
502,Serbia,The former Yugoslav Republic of Macedonia,9863026,20.8059998,44.0320015,2.131576219,0
503,Sierra Leone,Guinea,5586403,-11.7919998,8.5600004,5.439947169,0
504,Sierra Leone,Liberia,5586403,-11.7919998,8.5600004,2.232760718,0
505,Slovakia,Austria,5386995,19.4909992,48.7070007,0.801924,0
506,Slovakia,Czech Republic,5386995,19.4909992,48.7070007,2.319590179,0
507,Slovakia,Hungary,5386995,19.4909992,48.7070007,5.872305424,0
508,Slovakia,Poland,5386995,19.4909992,48.7070007,4.576330652,0
509,Slovakia,Ukraine,5386995,19.4909992,48.7070007,0.841470221,0
510,Slovenia,Austria,1999425,14.8269997,46.1240005,2.603290544,0
511,Slovenia,Croatia,1999425,14.8269997,46.1240005,4.434490465,0
512,Slovenia,Hungary,1999425,14.8269997,46.1240005,0.772320449,0
513,Slovenia,Italy,1999425,14.8269997,46.1240005,2.03368127,0
514,Somalia,Djibouti,8196395,48.3160019,9.7740002,0.558080712,0
515,Somalia,Ethiopia,8196395,48.3160019,9.7740002,14.64539699,0
516,Somalia,Kenya,8196395,48.3160019,9.7740002,6.172381449,0
517,South Africa,Botswana,47938663,23.1210003,-30.5580006,14.56801168,0
518,South Africa,Lesotho,47938663,23.1210003,-30.5580006,7.138031656,0
519,South Africa,Mozambique,47938663,23.1210003,-30.5580006,4.538739255,0
520,South Africa,Namibia,47938663,23.1210003,-30.5580006,8.607988098,0
521,South Africa,Swaziland,47938663,23.1210003,-30.5580006,4.080534546,0
522,South Africa,Zimbabwe,47938663,23.1210003,-30.5580006,2.029115726,0
523,Spain,Andorra,43397491,-3.6489999,40.2270012,0.459361446,0
524,Spain,France,43397491,-3.6489999,40.2270012,5.757996293,0
525,Spain,Gibraltar,43397491,-3.6489999,40.2270012,0.021304101,0
526,Spain,Morocco,43397491,-3.6489999,40.2270012,0.215759664,0
527,Spain,Portugal,43397491,-3.6489999,40.2270012,10.27453412,0
528,Sudan,Central African Republic,36899747,30.0499992,13.8319998,9.699894981,0
529,Sudan,Chad,36899747,30.0499992,13.8319998,11.52790962,0
530,Sudan,Democratic Republic of the Congo,36899747,30.0499992,13.8319998,5.038396909,0
531,Sudan,Egypt,36899747,30.0499992,13.8319998,12.29443364,0
532,Sudan,Eritrea,36899747,30.0499992,13.8319998,5.23161558,0
533,Sudan,Ethiopia,36899747,30.0499992,13.8319998,14.25892383,0
534,Sudan,Kenya,36899747,30.0499992,13.8319998,2.103277029,0
535,Sudan,Libyan Arab Jamahiriya,36899747,30.0499992,13.8319998,3.503699825,0
536,Sudan,Uganda,36899747,30.0499992,13.8319998,3.943770203,0
537,Suriname,Brazil,452468,-55.9119987,4.1269999,3.029847113,0
538,Suriname,French Guiana,452468,-55.9119987,4.1269999,3.583701708,0
539,Suriname,Guyana,452468,-55.9119987,4.1269999,5.332401556,0
540,Swaziland,Mozambique,1124529,31.4969997,-26.5620003,0.962012661,0
541,Swaziland,South Africa,1124529,31.4969997,-26.5620003,4.080534546,0
542,Sweden,Finland,9038049,15.2700005,62.0110016,6.943642739,0
543,Sweden,Norway,9038049,15.2700005,62.0110016,21.77532457,0
544,Switzerland,Austria,7424389,7.908,46.8610001,1.556325624,0
545,Switzerland,France,7424389,7.908,46.8610001,4.593169286,0
546,Switzerland,Germany,7424389,7.908,46.8610001,3.094751187,0
547,Switzerland,Italy,7424389,7.908,46.8610001,6.106787517,0
548,Switzerland,Liechtenstein,7424389,7.908,46.8610001,0.37924954,0
549,Syrian Arab Republic,Iraq,18893881,38.5060005,35.0130005,5.933969594,0
550,Syrian Arab Republic,Israel,18893881,38.5060005,35.0130005,0.667041603,0
551,Syrian Arab Republic,Jordan,18893881,38.5060005,35.0130005,3.589307896,0
552,Syrian Arab Republic,Lebanon,18893881,38.5060005,35.0130005,3.022908516,0
553,Syrian Arab Republic,Turkey,18893881,38.5060005,35.0130005,7.921727662,0
554,Tajikistan,Afghanistan,6550213,69.4199982,38.6650009,11.33270565,0
555,Tajikistan,China,6550213,69.4199982,38.6650009,4.015256932,0
556,Tajikistan,Kyrgyzstan,6550213,69.4199982,38.6650009,8.155788128,0
557,Tajikistan,Uzbekistan,6550213,69.4199982,38.6650009,10.70201213,0
558,Thailand,Burma,63002911,100.8440018,15.6999998,15.87734657,0
559,Thailand,Cambodia,63002911,100.8440018,15.6999998,5.853952354,0
560,Thailand,Lao People's Democratic Republic,63002911,100.8440018,15.6999998,14.08254165,0
561,Thailand,Malaysia,63002911,100.8440018,15.6999998,3.840831981,0
562,The former Yugoslav Republic of Macedonia,Albania,2033655,21.698,41.5999985,1.519841793,0
563,The former Yugoslav Republic of Macedonia,Bulgaria,2033655,21.698,41.5999985,1.380486176,0
564,The former Yugoslav Republic of Macedonia,Greece,2033655,21.698,41.5999985,2.265503566,0
565,The former Yugoslav Republic of Macedonia,Serbia,2033655,21.698,41.5999985,2.131576219,0
566,Timor-Leste,Indonesia,1067285,125.8779984,-8.8219995,1.378163126,0
567,Togo,Benin,6238572,1.081,8.7989998,5.625054493,0
568,Togo,Burkina Faso,6238572,1.081,8.7989998,1.165605192,0
569,Togo,Ghana,6238572,1.081,8.7989998,6.875501959,0
570,Tunisia,Algeria,10104685,9.5959997,35.3829994,8.577901242,0
571,Tunisia,Libyan Arab Jamahiriya,10104685,9.5959997,35.3829994,4.272480664,0
572,Turkey,Armenia,72969723,35.1790009,39.0610008,2.572249756,0
573,Turkey,Azerbaijan,72969723,35.1790009,39.0610008,0.088501155,0
574,Turkey,Bulgaria,72969723,35.1790009,39.0610008,2.020791377,0
575,Turkey,Georgia,72969723,35.1790009,39.0610008,2.305256185,0
576,Turkey,Greece,72969723,35.1790009,39.0610008,1.547251493,0
577,Turkey,Iran (Islamic Republic of),72969723,35.1790009,39.0610008,4.171675523,0
578,Turkey,Iraq,72969723,35.1790009,39.0610008,3.086835313,0
579,Turkey,Syrian Arab Republic,72969723,35.1790009,39.0610008,7.921727662,0
580,Turkmenistan,Afghanistan,4833266,59.3839989,39.1220016,7.230387729,0
581,Turkmenistan,Iran (Islamic Republic of),4833266,59.3839989,39.1220016,9.790867451,0
582,Turkmenistan,Kazakhstan,4833266,59.3839989,39.1220016,4.184166775,0
583,Turkmenistan,Uzbekistan,4833266,59.3839989,39.1220016,16.62303886,0
584,Uganda,Democratic Republic of the Congo,28947181,32.3860016,1.28,6.445377514,0
585,Uganda,Kenya,28947181,32.3860016,1.28,6.328408464,0
586,Uganda,Rwanda,28947181,32.3860016,1.28,1.198484305,0
587,Uganda,Sudan,28947181,32.3860016,1.28,3.943770203,0
588,Uganda,United Republic of Tanzania,28947181,32.3860016,1.28,3.452980356,0
589,Ukraine,Belarus,46917544,31.3880005,49.0159988,10.29565124,0
590,Ukraine,Hungary,46917544,31.3880005,49.0159988,1.055583582,0
591,Ukraine,Poland,46917544,31.3880005,49.0159988,4.369213268,0
592,Ukraine,Republic of Moldova,46917544,31.3880005,49.0159988,8.833108006,0
593,Ukraine,Romania,46917544,31.3880005,49.0159988,5.926553897,0
594,Ukraine,Russia,46917544,31.3880005,49.0159988,16.9653644,0
595,Ukraine,Slovakia,46917544,31.3880005,49.0159988,0.841470221,0
596,United Arab Emirates,Oman,4104291,54.1629982,23.5489998,4.674982364,0
597,United Arab Emirates,Saudi Arabia,4104291,54.1629982,23.5489998,4.352444441,0
598,United Kingdom,Ireland,60244834,-1.6,53,3.950706246,0
599,United Republic of Tanzania,Burundi,38477873,34.8230019,-6.27,3.47494359,0
600,United Republic of Tanzania,Democratic Republic of the Congo,38477873,34.8230019,-6.27,4.297001052,0
601,United Republic of Tanzania,Kenya,38477873,34.8230019,-6.27,6.820179064,0
602,United Republic of Tanzania,Malawi,38477873,34.8230019,-6.27,3.945019974,0
603,United Republic of Tanzania,Mozambique,38477873,34.8230019,-6.27,6.377074259,0
604,United Republic of Tanzania,Rwanda,38477873,34.8230019,-6.27,1.796848802,0
605,United Republic of Tanzania,Uganda,38477873,34.8230019,-6.27,3.452980356,0
606,United Republic of Tanzania,Zambia,38477873,34.8230019,-6.27,2.861835622,0
607,United States,Canada,299846449,-98.6060028,39.6220016,93.28183599,0
608,United States,Cuba,299846449,-98.6060028,39.6220016,0.235278505,0
609,United States,Mexico,299846449,-98.6060028,39.6220016,25.0702179,0
610,Uruguay,Argentina,3325727,-56.012001,-32.7999992,2.770196465,0
611,Uruguay,Brazil,3325727,-56.012001,-32.7999992,7.548206006,0
612,Uzbekistan,Afghanistan,26593123,63.1699982,41.75,1.369895556,0
613,Uzbekistan,Kazakhstan,26593123,63.1699982,41.75,23.08460838,0
614,Uzbekistan,Kyrgyzstan,26593123,63.1699982,41.75,8.906928851,0
615,Uzbekistan,Tajikistan,26593123,63.1699982,41.75,10.70201213,0
616,Uzbekistan,Turkmenistan,26593123,63.1699982,41.75,16.62303886,0
617,Venezuela,Brazil,26725573,-66.1660004,7.125,14.14912581,0
618,Venezuela,Colombia,26725573,-66.1660004,7.125,18.47499664,0
619,Venezuela,Guyana,26725573,-66.1660004,7.125,5.427182724,0
620,Viet Nam,Cambodia,85028643,105.314003,21.4909992,8.59991143,0
621,Viet Nam,China,85028643,105.314003,21.4909992,9.235116427,0
622,Viet Nam,Lao People's Democratic Republic,85028643,105.314003,21.4909992,15.03483982,0
623,Western Sahara,Algeria,440428,-13.7060003,24.5540009,0.37620775,0
624,Western Sahara,Mauritania,440428,-13.7060003,24.5540009,14.56416743,0
625,Western Sahara,Morocco,440428,-13.7060003,24.5540009,4.508379822,0
626,Yemen,Oman,21095679,48.3549995,15.8070002,2.607102831,0
627,Yemen,Saudi Arabia,21095679,48.3549995,15.8070002,12.6713874,0
628,Zambia,Angola,11478317,26.3199997,-14.6140003,9.637210266,0
630,Zambia,Democratic Republic of the Congo,11478317,26.3199997,-14.6140003,17.81310743,0
631,Zambia,Malawi,11478317,26.3199997,-14.6140003,6.739230075,0
632,Zambia,Mozambique,11478317,26.3199997,-14.6140003,3.886067993,0
633,Zambia,Namibia,11478317,26.3199997,-14.6140003,1.92796927,0
634,Zambia,United Republic of Tanzania,11478317,26.3199997,-14.6140003,2.861835622,0
635,Zambia,Zimbabwe,11478317,26.3199997,-14.6140003,6.576498585,0
636,Zimbabwe,Botswana,13119679,29.8719997,-19,7.083820538,0
637,Zimbabwe,Mozambique,13119679,29.8719997,-19,10.76506921,0
639,Zimbabwe,South Africa,13119679,29.8719997,-19,2.029115726,0
640,Zimbabwe,Zambia,13119679,29.8719997,-19,6.576498585,0
